# FFCharge Data File
#
# Format: scheme,position,residue,atom,charge
#
# Position: n (n-terminal), n- (n-terminal deprotonated), c (c-terminal), c+ (c-terminal protonated), 5 (5'), 3 (3'), m (middle), (empty for none - water/ion)
#
# Scheme Keys:
#   Protein: amber-ffsb, amber-ff03, charmm
#   DNA:     amber, charmm
#   RNA:     amber, charmm
#   Water:   tip3p, tip3p-fb, spc, spc-e, opc3
#   Ion:     classic

scheme,position,residue,atom,charge

# Protein: amber-ffsb

# ALA - middle
charmm,c,LYN,CA,0.0700000
charmm,c,LYN,HA,0.0900000
charmm,c,LYN,CB,-0.1800000
charmm,c,LYN,HB2,0.0900000
charmm,c,LYN,HB3,0.0900000
charmm,c,LYN,CG,-0.1800000
charmm,c,LYN,HG2,0.0900000
charmm,c,LYN,HG3,0.0900000
charmm,c,LYN,CD,-0.1800000
charmm,c,LYN,HD2,0.0900000
charmm,c,LYN,HD3,0.0900000
charmm,c,LYN,CE,0.1300000
charmm,c,LYN,HE2,0.0750000
charmm,c,LYN,HE3,0.0750000
charmm,c,LYN,NZ,-0.9600000
charmm,c,LYN,HZ1,0.3400000
charmm,c,LYN,HZ2,0.3400000
charmm,c,LYN,C,0.3400000
charmm,c,LYN,O,-0.6700000
charmm,c,LYN,OXT,-0.6700000

# LYN - n-terminal deprotonated
charmm,n-,LYN,N,-0.9600000
charmm,n-,LYN,H1,0.3400000
charmm,n-,LYN,H2,0.3400000
charmm,n-,LYN,CA,0.1900000
charmm,n-,LYN,HA,0.0900000
charmm,n-,LYN,CB,-0.1800000
charmm,n-,LYN,HB2,0.0900000
charmm,n-,LYN,HB3,0.0900000
charmm,n-,LYN,CG,-0.1800000
charmm,n-,LYN,HG2,0.0900000
charmm,n-,LYN,HG3,0.0900000
charmm,n-,LYN,CD,-0.1800000
charmm,n-,LYN,HD2,0.0900000
charmm,n-,LYN,HD3,0.0900000
charmm,n-,LYN,CE,0.1300000
charmm,n-,LYN,HE2,0.0750000
charmm,n-,LYN,HE3,0.0750000
charmm,n-,LYN,NZ,-0.9600000
charmm,n-,LYN,HZ1,0.3400000
charmm,n-,LYN,HZ2,0.3400000
charmm,n-,LYN,C,0.5100000
charmm,n-,LYN,O,-0.5100000

# LYN - c-terminal protonated
charmm,c+,LYN,N,-0.4700000
charmm,c+,LYN,H,0.3100000
charmm,c+,LYN,CA,0.0700000
charmm,c+,LYN,HA,0.0900000
charmm,c+,LYN,CB,-0.1800000
charmm,c+,LYN,HB2,0.0900000
charmm,c+,LYN,HB3,0.0900000
charmm,c+,LYN,CG,-0.1800000
charmm,c+,LYN,HG2,0.0900000
charmm,c+,LYN,HG3,0.0900000
charmm,c+,LYN,CD,-0.1800000
charmm,c+,LYN,HD2,0.0900000
charmm,c+,LYN,HD3,0.0900000
charmm,c+,LYN,CE,0.1300000
charmm,c+,LYN,HE2,0.0750000
charmm,c+,LYN,HE3,0.0750000
charmm,c+,LYN,NZ,-0.9600000
charmm,c+,LYN,HZ1,0.3400000
charmm,c+,LYN,HZ2,0.3400000
charmm,c+,LYN,C,0.7200000
charmm,c+,LYN,O,-0.5500000
charmm,c+,LYN,OXT,-0.6100000
charmm,c+,LYN,HOXT,0.4400000

# MET - middle
charmm,m,MET,N,-0.4700000
charmm,m,MET,H,0.3100000
charmm,m,MET,CA,0.0700000
charmm,m,MET,HA,0.0900000
charmm,m,MET,CB,-0.1800000
charmm,m,MET,HB2,0.0900000
charmm,m,MET,HB3,0.0900000
charmm,m,MET,CG,-0.1400000
charmm,m,MET,HG2,0.0900000
charmm,m,MET,HG3,0.0900000
charmm,m,MET,SD,-0.0900000
charmm,m,MET,CE,-0.2200000
charmm,m,MET,HE1,0.0900000
charmm,m,MET,HE2,0.0900000
charmm,m,MET,HE3,0.0900000
charmm,m,MET,C,0.5100000
charmm,m,MET,O,-0.5100000

# MET - n-terminal
charmm,n,MET,N,-0.3000000
charmm,n,MET,H1,0.3300000
charmm,n,MET,H2,0.3300000
charmm,n,MET,H3,0.3300000
charmm,n,MET,CA,0.2100000
charmm,n,MET,HA,0.1000000
charmm,n,MET,CB,-0.1800000
charmm,n,MET,HB2,0.0900000
charmm,n,MET,HB3,0.0900000
charmm,n,MET,CG,-0.1400000
charmm,n,MET,HG2,0.0900000
charmm,n,MET,HG3,0.0900000
charmm,n,MET,SD,-0.0900000
charmm,n,MET,CE,-0.2200000
charmm,n,MET,HE1,0.0900000
charmm,n,MET,HE2,0.0900000
charmm,n,MET,HE3,0.0900000
charmm,n,MET,C,0.5100000
charmm,n,MET,O,-0.5100000

# MET - c-terminal
charmm,c,MET,N,-0.4700000
charmm,c,MET,H,0.3100000
charmm,c,MET,CA,0.0700000
charmm,c,MET,HA,0.0900000
charmm,c,MET,CB,-0.1800000
charmm,c,MET,HB2,0.0900000
charmm,c,MET,HB3,0.0900000
charmm,c,MET,CG,-0.1400000
charmm,c,MET,HG2,0.0900000
charmm,c,MET,HG3,0.0900000
charmm,c,MET,SD,-0.0900000
charmm,c,MET,CE,-0.2200000
charmm,c,MET,HE1,0.0900000
charmm,c,MET,HE2,0.0900000
charmm,c,MET,HE3,0.0900000
charmm,c,MET,C,0.3400000
charmm,c,MET,O,-0.6700000
charmm,c,MET,OXT,-0.6700000

# MET - n-terminal deprotonated
charmm,n-,MET,N,-0.9600000
charmm,n-,MET,H1,0.3400000
charmm,n-,MET,H2,0.3400000
charmm,n-,MET,CA,0.1900000
charmm,n-,MET,HA,0.0900000
charmm,n-,MET,CB,-0.1800000
charmm,n-,MET,HB2,0.0900000
charmm,n-,MET,HB3,0.0900000
charmm,n-,MET,CG,-0.1400000
charmm,n-,MET,HG2,0.0900000
charmm,n-,MET,HG3,0.0900000
charmm,n-,MET,SD,-0.0900000
charmm,n-,MET,CE,-0.2200000
charmm,n-,MET,HE1,0.0900000
charmm,n-,MET,HE2,0.0900000
charmm,n-,MET,HE3,0.0900000
charmm,n-,MET,C,0.5100000
charmm,n-,MET,O,-0.5100000

# MET - c-terminal protonated
charmm,c+,MET,N,-0.4700000
charmm,c+,MET,H,0.3100000
charmm,c+,MET,CA,0.0700000
charmm,c+,MET,HA,0.0900000
charmm,c+,MET,CB,-0.1800000
charmm,c+,MET,HB2,0.0900000
charmm,c+,MET,HB3,0.0900000
charmm,c+,MET,CG,-0.1400000
charmm,c+,MET,HG2,0.0900000
charmm,c+,MET,HG3,0.0900000
charmm,c+,MET,SD,-0.0900000
charmm,c+,MET,CE,-0.2200000
charmm,c+,MET,HE1,0.0900000
charmm,c+,MET,HE2,0.0900000
charmm,c+,MET,HE3,0.0900000
charmm,c+,MET,C,0.7200000
charmm,c+,MET,O,-0.5500000
charmm,c+,MET,OXT,-0.6100000
charmm,c+,MET,HOXT,0.4400000

# PHE - middle
charmm,m,PHE,N,-0.4700000
charmm,m,PHE,H,0.3100000
charmm,m,PHE,CA,0.0700000
charmm,m,PHE,HA,0.0900000
charmm,m,PHE,CB,-0.1800000
charmm,m,PHE,HB2,0.0900000
charmm,m,PHE,HB3,0.0900000
charmm,m,PHE,CG,0.0000000
charmm,m,PHE,CD1,-0.1150000
charmm,m,PHE,HD1,0.1150000
charmm,m,PHE,CD2,-0.1150000
charmm,m,PHE,HD2,0.1150000
charmm,m,PHE,CE1,-0.1150000
charmm,m,PHE,HE1,0.1150000
charmm,m,PHE,CE2,-0.1150000
charmm,m,PHE,HE2,0.1150000
charmm,m,PHE,CZ,-0.1150000
charmm,m,PHE,HZ,0.1150000
charmm,m,PHE,C,0.5100000
charmm,m,PHE,O,-0.5100000

# PHE - n-terminal
charmm,n,PHE,N,-0.3000000
charmm,n,PHE,H1,0.3300000
charmm,n,PHE,H2,0.3300000
charmm,n,PHE,H3,0.3300000
charmm,n,PHE,CA,0.2100000
charmm,n,PHE,HA,0.1000000
charmm,n,PHE,CB,-0.1800000
charmm,n,PHE,HB2,0.0900000
charmm,n,PHE,HB3,0.0900000
charmm,n,PHE,CG,0.0000000
charmm,n,PHE,CD1,-0.1150000
charmm,n,PHE,HD1,0.1150000
charmm,n,PHE,CD2,-0.1150000
charmm,n,PHE,HD2,0.1150000
charmm,n,PHE,CE1,-0.1150000
charmm,n,PHE,HE1,0.1150000
charmm,n,PHE,CE2,-0.1150000
charmm,n,PHE,HE2,0.1150000
charmm,n,PHE,CZ,-0.1150000
charmm,n,PHE,HZ,0.1150000
charmm,n,PHE,C,0.5100000
charmm,n,PHE,O,-0.5100000

# PHE - c-terminal
charmm,c,PHE,N,-0.4700000
charmm,c,PHE,H,0.3100000
charmm,c,PHE,CA,0.0700000
charmm,c,PHE,HA,0.0900000
charmm,c,PHE,CB,-0.1800000
charmm,c,PHE,HB2,0.0900000
charmm,c,PHE,HB3,0.0900000
charmm,c,PHE,CG,0.0000000
charmm,c,PHE,CD1,-0.1150000
charmm,c,PHE,HD1,0.1150000
charmm,c,PHE,CD2,-0.1150000
charmm,c,PHE,HD2,0.1150000
charmm,c,PHE,CE1,-0.1150000
charmm,c,PHE,HE1,0.1150000
charmm,c,PHE,CE2,-0.1150000
charmm,c,PHE,HE2,0.1150000
charmm,c,PHE,CZ,-0.1150000
charmm,c,PHE,HZ,0.1150000
charmm,c,PHE,C,0.3400000
charmm,c,PHE,O,-0.6700000
charmm,c,PHE,OXT,-0.6700000

# PHE - n-terminal deprotonated
charmm,n-,PHE,N,-0.9600000
charmm,n-,PHE,H1,0.3400000
charmm,n-,PHE,H2,0.3400000
charmm,n-,PHE,CA,0.1900000
charmm,n-,PHE,HA,0.0900000
charmm,n-,PHE,CB,-0.1800000
charmm,n-,PHE,HB2,0.0900000
charmm,n-,PHE,HB3,0.0900000
charmm,n-,PHE,CG,0.0000000
charmm,n-,PHE,CD1,-0.1150000
charmm,n-,PHE,HD1,0.1150000
charmm,n-,PHE,CD2,-0.1150000
charmm,n-,PHE,HD2,0.1150000
charmm,n-,PHE,CE1,-0.1150000
charmm,n-,PHE,HE1,0.1150000
charmm,n-,PHE,CE2,-0.1150000
charmm,n-,PHE,HE2,0.1150000
charmm,n-,PHE,CZ,-0.1150000
charmm,n-,PHE,HZ,0.1150000
charmm,n-,PHE,C,0.5100000
charmm,n-,PHE,O,-0.5100000

# PHE - c-terminal protonated
charmm,c+,PHE,N,-0.4700000
charmm,c+,PHE,H,0.3100000
charmm,c+,PHE,CA,0.0700000
charmm,c+,PHE,HA,0.0900000
charmm,c+,PHE,CB,-0.1800000
charmm,c+,PHE,HB2,0.0900000
charmm,c+,PHE,HB3,0.0900000
charmm,c+,PHE,CG,0.0000000
charmm,c+,PHE,CD1,-0.1150000
charmm,c+,PHE,HD1,0.1150000
charmm,c+,PHE,CD2,-0.1150000
charmm,c+,PHE,HD2,0.1150000
charmm,c+,PHE,CE1,-0.1150000
charmm,c+,PHE,HE1,0.1150000
charmm,c+,PHE,CE2,-0.1150000
charmm,c+,PHE,HE2,0.1150000
charmm,c+,PHE,CZ,-0.1150000
charmm,c+,PHE,HZ,0.1150000
charmm,c+,PHE,C,0.7200000
charmm,c+,PHE,O,-0.5500000
charmm,c+,PHE,OXT,-0.6100000
charmm,c+,PHE,HOXT,0.4400000

# PRO - middle
charmm,m,PRO,N,-0.2900000
charmm,m,PRO,CA,0.0200000
charmm,m,PRO,CB,-0.1800000
charmm,m,PRO,CG,-0.1800000
charmm,m,PRO,CD,0.0000000
charmm,m,PRO,HA,0.0900000
charmm,m,PRO,HB2,0.0900000
charmm,m,PRO,HB3,0.0900000
charmm,m,PRO,HG2,0.0900000
charmm,m,PRO,HG3,0.0900000
charmm,m,PRO,HD2,0.0900000
charmm,m,PRO,HD3,0.0900000
charmm,m,PRO,C,0.5100000
charmm,m,PRO,O,-0.5100000

# PRO - n-terminal
charmm,n,PRO,N,-0.0700000
charmm,n,PRO,H2,0.2400000
charmm,n,PRO,H3,0.2400000
charmm,n,PRO,CA,0.1600000
charmm,n,PRO,CB,-0.1800000
charmm,n,PRO,CG,-0.1800000
charmm,n,PRO,CD,0.1600000
charmm,n,PRO,HA,0.0900000
charmm,n,PRO,HB2,0.0900000
charmm,n,PRO,HB3,0.0900000
charmm,n,PRO,HG2,0.0900000
charmm,n,PRO,HG3,0.0900000
charmm,n,PRO,HD2,0.0900000
charmm,n,PRO,HD3,0.0900000
charmm,n,PRO,C,0.5100000
charmm,n,PRO,O,-0.5100000

# PRO - c-terminal
charmm,c,PRO,N,-0.2900000
charmm,c,PRO,CA,0.0200000
charmm,c,PRO,CB,-0.1800000
charmm,c,PRO,CG,-0.1800000
charmm,c,PRO,CD,0.0000000
charmm,c,PRO,HA,0.0900000
charmm,c,PRO,HB2,0.0900000
charmm,c,PRO,HB3,0.0900000
charmm,c,PRO,HG2,0.0900000
charmm,c,PRO,HG3,0.0900000
charmm,c,PRO,HD2,0.0900000
charmm,c,PRO,HD3,0.0900000
charmm,c,PRO,C,0.3400000
charmm,c,PRO,O,-0.6700000
charmm,c,PRO,OXT,-0.6700000

# PRO - n-terminal deprotonated
charmm,n-,PRO,N,-0.7700000
charmm,n-,PRO,H2,0.2500000
charmm,n-,PRO,CA,0.1400000
charmm,n-,PRO,CB,-0.1800000
charmm,n-,PRO,CG,-0.1800000
charmm,n-,PRO,CD,0.1400000
charmm,n-,PRO,HA,0.0800000
charmm,n-,PRO,HB2,0.0900000
charmm,n-,PRO,HB3,0.0900000
charmm,n-,PRO,HG2,0.0900000
charmm,n-,PRO,HG3,0.0900000
charmm,n-,PRO,HD2,0.0800000
charmm,n-,PRO,HD3,0.0800000
charmm,n-,PRO,C,0.5100000
charmm,n-,PRO,O,-0.5100000

# PRO - c-terminal protonated
charmm,c+,PRO,N,-0.2900000
charmm,c+,PRO,CA,0.0200000
charmm,c+,PRO,CB,-0.1800000
charmm,c+,PRO,CG,-0.1800000
charmm,c+,PRO,CD,0.0000000
charmm,c+,PRO,HA,0.0900000
charmm,c+,PRO,HB2,0.0900000
charmm,c+,PRO,HB3,0.0900000
charmm,c+,PRO,HG2,0.0900000
charmm,c+,PRO,HG3,0.0900000
charmm,c+,PRO,HD2,0.0900000
charmm,c+,PRO,HD3,0.0900000
charmm,c+,PRO,C,0.7200000
charmm,c+,PRO,O,-0.5500000
charmm,c+,PRO,OXT,-0.6100000
charmm,c+,PRO,HOXT,0.4400000

# SER - middle
charmm,m,SER,N,-0.4700000
charmm,m,SER,H,0.3100000
charmm,m,SER,CA,0.0700000
charmm,m,SER,HA,0.0900000
charmm,m,SER,CB,0.0500000
charmm,m,SER,HB2,0.0900000
charmm,m,SER,HB3,0.0900000
charmm,m,SER,OG,-0.6600000
charmm,m,SER,HG,0.4300000
charmm,m,SER,C,0.5100000
charmm,m,SER,O,-0.5100000

# SER - n-terminal
charmm,n,SER,N,-0.3000000
charmm,n,SER,H1,0.3300000
charmm,n,SER,H2,0.3300000
charmm,n,SER,H3,0.3300000
charmm,n,SER,CA,0.2100000
charmm,n,SER,HA,0.1000000
charmm,n,SER,CB,0.0500000
charmm,n,SER,HB2,0.0900000
charmm,n,SER,HB3,0.0900000
charmm,n,SER,OG,-0.6600000
charmm,n,SER,HG,0.4300000
charmm,n,SER,C,0.5100000
charmm,n,SER,O,-0.5100000

# SER - c-terminal
charmm,c,SER,N,-0.4700000
charmm,c,SER,H,0.3100000
charmm,c,SER,CA,0.0700000
charmm,c,SER,HA,0.0900000
charmm,c,SER,CB,0.0500000
charmm,c,SER,HB2,0.0900000
charmm,c,SER,HB3,0.0900000
charmm,c,SER,OG,-0.6600000
charmm,c,SER,HG,0.4300000
charmm,c,SER,C,0.3400000
charmm,c,SER,O,-0.6700000
charmm,c,SER,OXT,-0.6700000

# SER - n-terminal deprotonated
charmm,n-,SER,N,-0.9600000
charmm,n-,SER,H1,0.3400000
charmm,n-,SER,H2,0.3400000
charmm,n-,SER,CA,0.1900000
charmm,n-,SER,HA,0.0900000
charmm,n-,SER,CB,0.0500000
charmm,n-,SER,HB2,0.0900000
charmm,n-,SER,HB3,0.0900000
charmm,n-,SER,OG,-0.6600000
charmm,n-,SER,HG,0.4300000
charmm,n-,SER,C,0.5100000
charmm,n-,SER,O,-0.5100000

# SER - c-terminal protonated
charmm,c+,SER,N,-0.4700000
charmm,c+,SER,H,0.3100000
charmm,c+,SER,CA,0.0700000
charmm,c+,SER,HA,0.0900000
charmm,c+,SER,CB,0.0500000
charmm,c+,SER,HB2,0.0900000
charmm,c+,SER,HB3,0.0900000
charmm,c+,SER,OG,-0.6600000
charmm,c+,SER,HG,0.4300000
charmm,c+,SER,C,0.7200000
charmm,c+,SER,O,-0.5500000
charmm,c+,SER,OXT,-0.6100000
charmm,c+,SER,HOXT,0.4400000

# THR - middle
charmm,m,THR,N,-0.4700000
charmm,m,THR,H,0.3100000
charmm,m,THR,CA,0.0700000
charmm,m,THR,HA,0.0900000
charmm,m,THR,CB,0.1400000
charmm,m,THR,HB,0.0900000
charmm,m,THR,OG1,-0.6600000
charmm,m,THR,HG1,0.4300000
charmm,m,THR,CG2,-0.2700000
charmm,m,THR,HG21,0.0900000
charmm,m,THR,HG22,0.0900000
charmm,m,THR,HG23,0.0900000
charmm,m,THR,C,0.5100000
charmm,m,THR,O,-0.5100000

# THR - n-terminal
charmm,n,THR,N,-0.3000000
charmm,n,THR,H1,0.3300000
charmm,n,THR,H2,0.3300000
charmm,n,THR,H3,0.3300000
charmm,n,THR,CA,0.2100000
charmm,n,THR,HA,0.1000000
charmm,n,THR,CB,0.1400000
charmm,n,THR,HB,0.0900000
charmm,n,THR,OG1,-0.6600000
charmm,n,THR,HG1,0.4300000
charmm,n,THR,CG2,-0.2700000
charmm,n,THR,HG21,0.0900000
charmm,n,THR,HG22,0.0900000
charmm,n,THR,HG23,0.0900000
charmm,n,THR,C,0.5100000
charmm,n,THR,O,-0.5100000

# THR - c-terminal
charmm,c,THR,N,-0.4700000
charmm,c,THR,H,0.3100000
charmm,c,THR,CA,0.0700000
charmm,c,THR,HA,0.0900000
charmm,c,THR,CB,0.1400000
charmm,c,THR,HB,0.0900000
charmm,c,THR,OG1,-0.6600000
charmm,c,THR,HG1,0.4300000
charmm,c,THR,CG2,-0.2700000
charmm,c,THR,HG21,0.0900000
charmm,c,THR,HG22,0.0900000
charmm,c,THR,HG23,0.0900000
charmm,c,THR,C,0.3400000
charmm,c,THR,O,-0.6700000
charmm,c,THR,OXT,-0.6700000

# THR - n-terminal deprotonated
charmm,n-,THR,N,-0.9600000
charmm,n-,THR,H1,0.3400000
charmm,n-,THR,H2,0.3400000
charmm,n-,THR,CA,0.1900000
charmm,n-,THR,HA,0.0900000
charmm,n-,THR,CB,0.1400000
charmm,n-,THR,HB,0.0900000
charmm,n-,THR,OG1,-0.6600000
charmm,n-,THR,HG1,0.4300000
charmm,n-,THR,CG2,-0.2700000
charmm,n-,THR,HG21,0.0900000
charmm,n-,THR,HG22,0.0900000
charmm,n-,THR,HG23,0.0900000
charmm,n-,THR,C,0.5100000
charmm,n-,THR,O,-0.5100000

# THR - c-terminal protonated
charmm,c+,THR,N,-0.4700000
charmm,c+,THR,H,0.3100000
charmm,c+,THR,CA,0.0700000
charmm,c+,THR,HA,0.0900000
charmm,c+,THR,CB,0.1400000
charmm,c+,THR,HB,0.0900000
charmm,c+,THR,OG1,-0.6600000
charmm,c+,THR,HG1,0.4300000
charmm,c+,THR,CG2,-0.2700000
charmm,c+,THR,HG21,0.0900000
charmm,c+,THR,HG22,0.0900000
charmm,c+,THR,HG23,0.0900000
charmm,c+,THR,C,0.7200000
charmm,c+,THR,O,-0.5500000
charmm,c+,THR,OXT,-0.6100000
charmm,c+,THR,HOXT,0.4400000

# TRP - middle
charmm,m,TRP,N,-0.4700000
charmm,m,TRP,H,0.3100000
charmm,m,TRP,CA,0.0700000
charmm,m,TRP,HA,0.0900000
charmm,m,TRP,CB,-0.1800000
charmm,m,TRP,HB2,0.0900000
charmm,m,TRP,HB3,0.0900000
charmm,m,TRP,CG,-0.0300000
charmm,m,TRP,CD1,-0.1500000
charmm,m,TRP,HD1,0.2200000
charmm,m,TRP,NE1,-0.5100000
charmm,m,TRP,HE1,0.3700000
charmm,m,TRP,CE2,0.2400000
charmm,m,TRP,CD2,0.1100000
charmm,m,TRP,CE3,-0.2500000
charmm,m,TRP,HE3,0.1700000
charmm,m,TRP,CZ2,-0.2700000
charmm,m,TRP,HZ2,0.1600000
charmm,m,TRP,CZ3,-0.2000000
charmm,m,TRP,HZ3,0.1400000
charmm,m,TRP,CH2,-0.1400000
charmm,m,TRP,HH2,0.1400000
charmm,m,TRP,C,0.5100000
charmm,m,TRP,O,-0.5100000

# TRP - n-terminal
charmm,n,TRP,N,-0.3000000
charmm,n,TRP,H1,0.3300000
charmm,n,TRP,H2,0.3300000
charmm,n,TRP,H3,0.3300000
charmm,n,TRP,CA,0.2100000
charmm,n,TRP,HA,0.1000000
charmm,n,TRP,CB,-0.1800000
charmm,n,TRP,HB2,0.0900000
charmm,n,TRP,HB3,0.0900000
charmm,n,TRP,CG,-0.0300000
charmm,n,TRP,CD1,-0.1500000
charmm,n,TRP,HD1,0.2200000
charmm,n,TRP,NE1,-0.5100000
charmm,n,TRP,HE1,0.3700000
charmm,n,TRP,CE2,0.2400000
charmm,n,TRP,CD2,0.1100000
charmm,n,TRP,CE3,-0.2500000
charmm,n,TRP,HE3,0.1700000
charmm,n,TRP,CZ2,-0.2700000
charmm,n,TRP,HZ2,0.1600000
charmm,n,TRP,CZ3,-0.2000000
charmm,n,TRP,HZ3,0.1400000
charmm,n,TRP,CH2,-0.1400000
charmm,n,TRP,HH2,0.1400000
charmm,n,TRP,C,0.5100000
charmm,n,TRP,O,-0.5100000

# TRP - c-terminal
charmm,c,TRP,N,-0.4700000
charmm,c,TRP,H,0.3100000
charmm,c,TRP,CA,0.0700000
charmm,c,TRP,HA,0.0900000
charmm,c,TRP,CB,-0.1800000
charmm,c,TRP,HB2,0.0900000
charmm,c,TRP,HB3,0.0900000
charmm,c,TRP,CG,-0.0300000
charmm,c,TRP,CD1,-0.1500000
charmm,c,TRP,HD1,0.2200000
charmm,c,TRP,NE1,-0.5100000
charmm,c,TRP,HE1,0.3700000
charmm,c,TRP,CE2,0.2400000
charmm,c,TRP,CD2,0.1100000
charmm,c,TRP,CE3,-0.2500000
charmm,c,TRP,HE3,0.1700000
charmm,c,TRP,CZ2,-0.2700000
charmm,c,TRP,HZ2,0.1600000
charmm,c,TRP,CZ3,-0.2000000
charmm,c,TRP,HZ3,0.1400000
charmm,c,TRP,CH2,-0.1400000
charmm,c,TRP,HH2,0.1400000
charmm,c,TRP,C,0.3400000
charmm,c,TRP,O,-0.6700000
charmm,c,TRP,OXT,-0.6700000

# TRP - n-terminal deprotonated
charmm,n-,TRP,N,-0.9600000
charmm,n-,TRP,H1,0.3400000
charmm,n-,TRP,H2,0.3400000
charmm,n-,TRP,CA,0.1900000
charmm,n-,TRP,HA,0.0900000
charmm,n-,TRP,CB,-0.1800000
charmm,n-,TRP,HB2,0.0900000
charmm,n-,TRP,HB3,0.0900000
charmm,n-,TRP,CG,-0.0300000
charmm,n-,TRP,CD1,-0.1500000
charmm,n-,TRP,HD1,0.2200000
charmm,n-,TRP,NE1,-0.5100000
charmm,n-,TRP,HE1,0.3700000
charmm,n-,TRP,CE2,0.2400000
charmm,n-,TRP,CD2,0.1100000
charmm,n-,TRP,CE3,-0.2500000
charmm,n-,TRP,HE3,0.1700000
charmm,n-,TRP,CZ2,-0.2700000
charmm,n-,TRP,HZ2,0.1600000
charmm,n-,TRP,CZ3,-0.2000000
charmm,n-,TRP,HZ3,0.1400000
charmm,n-,TRP,CH2,-0.1400000
charmm,n-,TRP,HH2,0.1400000
charmm,n-,TRP,C,0.5100000
charmm,n-,TRP,O,-0.5100000

# TRP - c-terminal protonated
charmm,c+,TRP,N,-0.4700000
charmm,c+,TRP,H,0.3100000
charmm,c+,TRP,CA,0.0700000
charmm,c+,TRP,HA,0.0900000
charmm,c+,TRP,CB,-0.1800000
charmm,c+,TRP,HB2,0.0900000
charmm,c+,TRP,HB3,0.0900000
charmm,c+,TRP,CG,-0.0300000
charmm,c+,TRP,CD1,-0.1500000
charmm,c+,TRP,HD1,0.2200000
charmm,c+,TRP,NE1,-0.5100000
charmm,c+,TRP,HE1,0.3700000
charmm,c+,TRP,CE2,0.2400000
charmm,c+,TRP,CD2,0.1100000
charmm,c+,TRP,CE3,-0.2500000
charmm,c+,TRP,HE3,0.1700000
charmm,c+,TRP,CZ2,-0.2700000
charmm,c+,TRP,HZ2,0.1600000
charmm,c+,TRP,CZ3,-0.2000000
charmm,c+,TRP,HZ3,0.1400000
charmm,c+,TRP,CH2,-0.1400000
charmm,c+,TRP,HH2,0.1400000
charmm,c+,TRP,C,0.7200000
charmm,c+,TRP,O,-0.5500000
charmm,c+,TRP,OXT,-0.6100000
charmm,c+,TRP,HOXT,0.4400000

# TYR - middle
charmm,m,TYR,N,-0.4700000
charmm,m,TYR,H,0.3100000
charmm,m,TYR,CA,0.0700000
charmm,m,TYR,HA,0.0900000
charmm,m,TYR,CB,-0.1800000
charmm,m,TYR,HB2,0.0900000
charmm,m,TYR,HB3,0.0900000
charmm,m,TYR,CG,0.0000000
charmm,m,TYR,CD1,-0.1150000
charmm,m,TYR,HD1,0.1150000
charmm,m,TYR,CE1,-0.1150000
charmm,m,TYR,HE1,0.1150000
charmm,m,TYR,CD2,-0.1150000
charmm,m,TYR,HD2,0.1150000
charmm,m,TYR,CE2,-0.1150000
charmm,m,TYR,HE2,0.1150000
charmm,m,TYR,CZ,0.1100000
charmm,m,TYR,OH,-0.5400000
charmm,m,TYR,HH,0.4300000
charmm,m,TYR,C,0.5100000
charmm,m,TYR,O,-0.5100000

# TYR - n-terminal
charmm,n,TYR,N,-0.3000000
charmm,n,TYR,H1,0.3300000
charmm,n,TYR,H2,0.3300000
charmm,n,TYR,H3,0.3300000
charmm,n,TYR,CA,0.2100000
charmm,n,TYR,HA,0.1000000
charmm,n,TYR,CB,-0.1800000
charmm,n,TYR,HB2,0.0900000
charmm,n,TYR,HB3,0.0900000
charmm,n,TYR,CG,0.0000000
charmm,n,TYR,CD1,-0.1150000
charmm,n,TYR,HD1,0.1150000
charmm,n,TYR,CE1,-0.1150000
charmm,n,TYR,HE1,0.1150000
charmm,n,TYR,CD2,-0.1150000
charmm,n,TYR,HD2,0.1150000
charmm,n,TYR,CE2,-0.1150000
charmm,n,TYR,HE2,0.1150000
charmm,n,TYR,CZ,0.1100000
charmm,n,TYR,OH,-0.5400000
charmm,n,TYR,HH,0.4300000
charmm,n,TYR,C,0.5100000
charmm,n,TYR,O,-0.5100000

# TYR - c-terminal
charmm,c,TYR,N,-0.4700000
charmm,c,TYR,H,0.3100000
charmm,c,TYR,CA,0.0700000
charmm,c,TYR,HA,0.0900000
charmm,c,TYR,CB,-0.1800000
charmm,c,TYR,HB2,0.0900000
charmm,c,TYR,HB3,0.0900000
charmm,c,TYR,CG,0.0000000
charmm,c,TYR,CD1,-0.1150000
charmm,c,TYR,HD1,0.1150000
charmm,c,TYR,CE1,-0.1150000
charmm,c,TYR,HE1,0.1150000
charmm,c,TYR,CD2,-0.1150000
charmm,c,TYR,HD2,0.1150000
charmm,c,TYR,CE2,-0.1150000
charmm,c,TYR,HE2,0.1150000
charmm,c,TYR,CZ,0.1100000
charmm,c,TYR,OH,-0.5400000
charmm,c,TYR,HH,0.4300000
charmm,c,TYR,C,0.3400000
charmm,c,TYR,O,-0.6700000
charmm,c,TYR,OXT,-0.6700000

# TYR - n-terminal deprotonated
charmm,n-,TYR,N,-0.9600000
charmm,n-,TYR,H1,0.3400000
charmm,n-,TYR,H2,0.3400000
charmm,n-,TYR,CA,0.1900000
charmm,n-,TYR,HA,0.0900000
